,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Type_H,Type_L,Type_M
14666,302.6,310.4,1365,66.8,80,False,True,False
14667,300.6,311.9,1372,60.1,212,False,True,False
14668,300.6,311.9,1372,60.1,212,False,True,False
14669,297.4,308.7,2874,4.2,118,False,True,False
14670,298.8,308.9,1455,41.3,208,False,True,False
14671,302.0,309.9,1308,57.6,197,False,True,False
14672,303.6,312.0,1309,52.9,86,False,True,False
14673,301.3,310.1,1269,56.8,195,False,True,False
14674,300.5,309.3,1417,51.5,231,False,True,False
14675,299.5,308.7,2549,13.0,179,False,True,False
14676,295.8,306.3,1235,76.2,89,False,False,True
14677,301.6,310.6,1309,65.8,75,False,False,True
14678,302.0,309.9,1308,57.6,197,False,True,False
14679,302.3,310.9,1379,49.3,34,False,True,False
14680,299.1,309.8,1398,55.4,217,False,True,False
14681,299.6,309.2,1867,23.4,225,False,False,True
14682,300.3,311.2,1381,65.2,136,False,False,True
14683,302.4,310.5,1372,45.7,144,False,False,True
14684,300.5,311.8,1368,57.9,191,False,True,False
14685,303.4,311.8,1401,53.0,208,False,True,False
14686,303.4,311.9,1298,63.9,59,False,True,False
14687,301.5,310.4,2639,12.0,21,False,False,True
14688,302.2,310.6,1348,48.4,161,False,True,False
14689,300.7,310.4,1416,61.8,209,False,True,False
14690,299.3,308.9,1258,69.4,119,False,True,False
14691,301.0,310.5,1379,57.3,204,False,True,False
14692,301.0,310.6,1493,37.8,206,False,True,False
14693,301.9,310.9,1567,39.0,214,False,True,False
14694,296.8,308.1,1289,62.0,199,False,True,False
14695,296.9,307.8,1400,57.1,202,False,True,False
14696,300.7,311.9,1335,57.1,194,False,True,False
14697,299.1,308.8,1320,67.5,20,False,True,False
14698,298.0,308.7,1479,58.5,176,False,False,True
14699,298.4,308.3,1433,62.3,20,False,True,False
14700,300.8,309.4,1342,62.4,113,False,False,True
14701,297.1,308.5,1323,44.4,207,False,True,False
14702,298.3,308.0,2886,3.8,57,False,True,False
14703,303.8,313.0,1365,59.9,205,False,True,False
14704,297.2,307.9,1326,75.4,172,False,True,False
14705,300.7,310.4,1416,61.8,209,False,True,False
14706,298.4,308.7,1421,60.7,119,False,False,True
14707,302.5,310.2,1329,50.6,148,False,True,False
14708,302.0,309.8,1280,57.3,147,True,False,False
14709,298.4,308.3,1433,62.3,20,False,True,False
14710,303.8,313.1,1256,58.7,213,False,True,False
14711,297.0,307.8,1316,61.2,200,False,True,False
14712,301.5,310.9,2760,8.0,15,False,True,False
14713,299.1,310.1,1435,48.8,229,False,True,False
14714,299.3,308.4,1542,37.5,203,False,False,True
14715,297.4,308.3,1475,40.5,222,False,True,False
14716,302.6,310.2,1325,62.4,92,False,True,False
14717,300.3,310.3,1362,60.3,206,False,True,False
14718,301.9,311.0,2691,12.1,31,False,True,False
14719,302.1,311.0,1351,60.3,207,False,False,True
14720,302.4,310.3,1374,51.2,163,False,True,False
14721,298.5,309.5,1294,66.7,12,False,True,False
14722,299.1,308.8,1320,67.5,20,False,True,False
14723,297.2,307.9,1326,75.4,172,False,True,False
14724,303.6,311.8,1222,66.8,148,False,True,False
14725,296.9,307.5,2721,9.3,18,False,True,False
14726,295.7,306.2,2270,14.6,149,False,True,False
14727,298.2,308.5,2678,10.7,86,False,False,True
14728,300.7,311.9,1335,57.1,194,False,True,False
14729,302.1,311.0,1351,60.3,207,False,False,True
14730,297.3,308.1,1615,35.4,217,False,True,False
14731,302.4,310.2,1331,45.5,53,False,True,False
14732,299.6,310.9,1229,65.2,209,False,True,False
14733,302.7,311.6,2709,9.7,2,False,False,True
14734,303.4,311.8,1366,50.9,200,False,True,False
14735,301.6,310.7,1380,51.8,216,False,True,False
14736,299.0,310.4,1371,53.8,228,False,True,False
14737,303.2,311.2,1363,46.7,29,False,True,False
14738,303.2,311.4,1349,51.1,9,False,True,False
14739,299.1,308.8,1320,67.5,20,False,True,False
14740,297.4,308.5,1399,61.5,61,False,True,False
14741,302.4,310.3,1375,52.5,161,False,False,True
14742,302.7,310.7,1369,47.5,11,False,True,False
14743,302.5,310.9,1356,55.5,101,True,False,False
14744,298.4,308.7,1421,60.7,119,False,False,True
14745,300.7,311.9,1399,50.2,222,False,True,False
14746,302.8,312.3,1262,70.5,234,False,False,True
14747,298.3,308.0,2886,3.8,57,False,True,False
14748,302.6,312.1,1288,68.5,0,False,True,False
14749,302.6,311.5,1442,59.8,169,False,True,False
14750,302.0,310.5,1370,44.4,85,False,True,False
14751,301.9,309.9,1374,48.5,180,False,True,False
14752,299.2,309.1,1345,60.7,191,False,True,False
14753,300.5,309.8,1663,29.1,145,False,True,False
14754,304.4,313.7,1509,35.0,205,False,True,False
14755,298.0,308.7,1479,58.5,176,False,False,True
14756,298.2,308.4,1310,61.0,189,False,True,False
14757,302.1,310.1,1379,48.2,166,False,False,True
14758,299.2,308.5,1378,50.4,220,False,True,False
14759,301.2,311.6,1461,52.9,208,False,True,False
14760,301.0,310.5,1379,57.3,204,False,True,False
14761,297.4,308.3,1475,40.5,222,False,True,False
14762,298.2,307.6,1511,31.0,209,False,True,False
14763,300.7,311.8,1336,58.4,189,False,True,False
14764,298.1,308.2,1420,63.9,19,False,False,True
14765,304.0,313.2,1271,68.6,161,True,False,False
14766,303.4,312.6,2706,9.8,65,False,False,True
14767,301.7,309.5,1298,65.5,229,False,True,False
14768,299.4,310.8,1376,53.9,215,False,True,False
14769,298.5,308.2,1301,66.3,42,False,True,False
14770,302.1,310.0,1355,45.1,6,False,False,True
14771,302.6,311.0,1329,48.6,111,False,False,True
14772,299.2,309.0,1515,48.9,228,False,True,False
14773,301.2,311.6,1461,52.9,208,False,True,False
14774,302.7,310.6,1349,51.2,6,False,False,True
14775,302.7,311.6,2709,9.7,2,False,False,True
14776,297.6,309.6,1501,49.8,222,False,True,False
14777,303.1,311.3,1336,52.6,172,False,True,False
14778,302.0,310.4,1212,55.6,79,False,False,True
14779,300.6,309.4,1367,63.2,45,False,False,True
14780,301.1,310.4,1312,73.6,49,False,True,False
14781,298.0,308.2,1365,52.9,218,False,True,False
14782,298.5,309.5,1385,46.3,203,False,True,False
14783,303.3,311.5,1373,47.3,60,False,False,True
14784,302.3,310.9,1377,46.8,166,False,True,False
14785,299.3,308.9,1258,69.4,119,False,True,False
14786,302.3,310.1,1353,50.9,36,False,True,False
14787,299.3,308.6,1384,53.6,218,False,True,False
14788,301.3,310.1,1269,56.8,195,False,True,False
14789,300.8,310.6,1577,37.9,227,False,True,False
14790,302.3,310.8,1377,47.3,22,False,True,False
14791,296.6,307.7,1386,62.3,100,True,False,False
14792,303.7,311.9,1332,52.7,66,True,False,False
14793,302.7,310.7,1369,47.5,11,False,True,False
14794,300.6,310.7,1438,48.5,78,False,True,False
14795,299.7,309.2,1685,28.9,179,False,False,True
14796,299.0,310.4,1365,49.1,226,False,True,False
14797,302.6,311.0,1369,60.0,93,False,True,False
14798,299.3,308.4,1542,37.5,203,False,False,True
14799,302.3,310.9,1377,46.8,166,False,True,False
14800,303.4,311.8,1401,53.0,208,False,True,False
14801,302.0,309.9,1308,57.6,197,False,True,False
14802,303.2,311.4,1238,54.6,226,False,True,False
14803,301.1,310.7,2636,12.2,100,False,False,True
14804,300.5,311.2,1270,67.5,208,False,True,False
14805,302.6,311.0,1369,60.0,93,False,True,False
14806,302.0,310.1,1361,45.4,174,False,True,False
14807,301.9,310.9,1567,39.0,214,False,True,False
14808,302.7,310.4,1305,55.2,20,True,False,False
14809,301.1,310.9,1282,67.9,10,False,True,False
14810,298.0,308.5,1429,37.7,220,False,True,False
14811,303.3,311.6,1337,56.8,187,False,True,False
14812,300.6,311.9,1372,60.1,212,False,True,False
14813,302.7,312.2,1450,52.1,213,False,True,False
14814,303.4,311.9,1377,41.6,34,False,True,False
14815,302.3,310.9,1710,30.4,218,False,False,True
14816,302.0,310.9,1378,53.1,212,False,True,False
14817,302.4,310.1,1358,54.6,61,False,False,True
14818,298.9,309.0,1410,65.7,191,False,True,False
14819,298.3,308.0,2886,3.8,57,False,True,False
14820,298.4,308.3,1433,62.3,20,False,True,False
14821,299.0,310.4,1371,53.8,228,False,True,False
14822,302.7,310.5,1446,40.9,211,False,True,False
14823,302.7,310.5,1263,67.8,197,False,True,False
14824,303.7,312.7,1359,56.8,194,False,True,False
14825,299.2,309.1,1345,60.7,191,False,True,False
14826,296.4,307.4,2833,5.6,213,False,True,False
14827,299.0,310.2,1377,62.5,92,False,True,False
14828,302.6,311.5,1629,34.4,228,True,False,False
14829,299.1,308.8,1320,67.5,20,False,True,False
14830,299.6,309.2,1867,23.4,225,False,False,True
14831,297.3,308.3,1459,59.6,207,False,False,True
14832,300.6,311.9,1372,60.1,212,False,True,False
14833,300.4,310.2,1671,30.5,234,False,False,True
14834,299.1,308.8,1329,53.6,207,False,True,False
14835,298.2,307.9,1313,67.3,67,False,True,False
14836,302.1,310.7,1314,52.8,8,False,True,False
14837,303.6,312.0,1309,52.9,86,False,True,False
14838,304.0,313.2,1271,68.6,161,True,False,False
14839,299.8,309.3,1299,65.1,212,False,True,False
14840,301.8,310.6,2672,11.8,124,False,True,False
14841,300.5,311.8,1524,38.9,214,False,True,False
14842,299.9,310.2,1288,69.6,62,False,True,False
14843,301.0,311.1,1236,64.4,177,False,True,False
14844,300.7,310.4,1416,61.8,209,False,True,False
14845,302.4,310.7,1362,54.8,155,False,True,False
14846,301.5,310.4,2639,12.0,21,False,False,True
14847,298.8,308.9,1455,41.3,208,False,True,False
14848,302.6,310.4,1365,66.8,80,False,True,False
14849,302.1,311.2,1454,59.2,153,False,True,False
14850,302.7,312.2,1450,52.1,213,False,True,False
14851,298.9,309.1,2861,4.6,143,False,True,False
14852,297.2,307.9,1326,75.4,172,False,True,False
14853,299.3,308.4,1542,37.5,203,False,False,True
14854,296.4,307.4,2833,5.6,213,False,True,False
14855,298.5,309.5,1294,66.7,12,False,True,False
14856,300.5,311.8,1368,57.9,191,False,True,False
14857,301.8,310.1,2372,13.9,205,False,False,True
14858,301.9,310.9,1567,39.0,214,False,True,False
14859,302.4,310.1,1358,54.6,61,False,False,True
14860,302.4,310.3,1374,51.2,163,False,True,False
14861,301.9,310.6,1331,68.6,85,False,True,False
14862,298.8,310.1,1243,74.5,194,False,False,True
14863,299.7,309.2,1685,28.9,179,False,False,True
14864,302.4,310.5,1372,45.7,144,False,False,True
14865,301.8,309.7,1442,45.3,233,False,True,False
14866,302.3,311.8,1363,54.0,119,False,False,True
14867,302.8,312.3,1262,70.5,234,False,False,True
14868,301.7,311.0,1441,44.3,208,False,True,False
14869,303.2,311.5,1336,58.2,2,False,False,True
14870,301.9,310.4,1370,51.7,153,False,True,False
14871,302.6,311.5,1442,59.8,169,False,True,False
14872,297.2,308.1,1340,61.3,207,False,False,True
14873,301.7,311.0,1441,44.3,208,False,True,False
14874,298.5,309.5,1294,66.7,12,False,True,False
14875,303.0,312.2,1257,71.3,122,False,False,True
14876,301.6,310.1,1362,55.8,70,False,True,False
14877,296.7,307.8,1258,69.0,105,False,False,True
14878,303.4,311.4,1307,54.0,44,False,False,True
14879,301.0,310.5,1379,57.3,204,False,True,False
14880,300.4,311.8,1553,33.1,209,False,False,True
14881,302.3,311.8,1363,54.0,119,False,False,True
14882,300.7,310.9,1356,65.3,66,False,True,False
14883,302.6,311.0,1369,60.0,93,False,True,False
14884,298.9,309.8,1287,61.9,216,False,True,False
14885,301.6,310.1,1362,55.8,70,False,True,False
14886,302.0,310.4,1212,55.6,79,False,False,True
14887,300.3,310.3,1362,60.3,206,False,True,False
14888,301.5,310.4,2639,12.0,21,False,False,True
14889,300.5,311.8,1524,38.9,214,False,True,False
14890,301.9,310.4,1376,54.9,126,False,True,False
14891,302.4,310.2,1346,62.4,106,False,True,False
14892,299.0,310.2,1377,62.5,92,False,True,False
14893,303.6,312.8,2659,11.4,26,False,False,True
14894,297.4,308.4,1369,50.6,220,False,True,False
14895,302.0,310.4,1212,55.6,79,False,False,True
14896,303.3,311.8,1315,62.0,42,False,True,False
14897,303.4,311.8,1366,50.9,200,False,True,False
14898,297.0,308.1,1362,52.5,213,False,True,False
14899,295.8,306.3,1235,76.2,89,False,False,True
14900,300.7,310.4,1416,61.8,209,False,True,False
14901,298.3,308.0,2886,3.8,57,False,True,False
14902,302.7,311.6,2709,9.7,2,False,False,True
14903,300.3,310.3,1362,60.3,206,False,True,False
14904,298.9,308.2,1372,63.6,30,False,False,True
14905,297.9,307.4,1604,36.1,225,True,False,False
14906,303.6,312.0,1309,52.9,86,False,True,False
14907,298.2,307.6,1511,31.0,209,False,True,False
14908,301.7,310.2,1311,57.4,40,False,True,False
14909,300.8,310.1,1405,61.2,189,False,True,False
14910,302.0,309.9,1308,57.6,197,False,True,False
14911,300.7,311.7,2097,18.9,232,False,False,True
14912,300.5,311.1,1296,61.3,202,False,False,True
14913,297.3,308.1,1615,35.4,217,False,True,False
14914,303.7,311.9,1332,52.7,66,True,False,False
14915,302.6,310.2,1325,62.4,92,False,True,False
14916,301.6,310.6,1309,65.8,75,False,False,True
14917,302.7,312.2,1450,52.1,213,False,True,False
14918,301.7,310.2,1311,57.4,40,False,True,False
14919,302.3,310.9,1377,46.8,166,False,True,False
14920,299.2,309.0,1515,48.9,228,False,True,False
14921,303.2,311.2,1363,46.7,29,False,True,False
14922,300.7,311.1,2478,13.4,170,False,True,False
14923,298.9,309.1,2861,4.6,143,False,True,False
14924,302.3,310.1,1353,50.9,36,False,True,False
14925,298.6,308.2,1361,68.2,172,False,True,False
14926,298.2,308.4,1310,61.0,189,False,True,False
14927,302.7,311.6,2709,9.7,2,False,False,True
14928,301.9,310.4,1370,51.7,153,False,True,False
14929,301.9,310.5,1340,55.7,204,False,True,False
14930,302.6,310.2,2676,10.8,84,False,False,True
14931,302.3,310.9,1377,46.8,166,False,True,False
14932,302.6,311.0,1369,60.0,93,False,True,False
14933,301.6,310.7,1380,51.8,216,False,True,False
14934,297.2,307.9,1326,75.4,172,False,True,False
14935,299.5,308.7,2549,13.0,179,False,True,False
14936,301.7,311.0,1441,44.3,208,False,True,False
14937,297.1,308.5,1323,44.4,207,False,True,False
14938,302.2,310.6,1346,49.2,134,False,False,True
14939,302.4,310.2,1346,62.4,106,False,True,False
14940,302.4,310.7,1362,54.8,155,False,True,False
14941,301.8,310.3,1341,50.5,64,False,True,False
14942,303.4,311.9,1377,41.6,34,False,True,False
14943,302.6,310.4,1365,66.8,80,False,True,False
14944,303.6,311.8,1222,66.8,148,False,True,False
14945,302.0,310.8,1383,50.3,231,False,True,False
14946,300.6,311.9,1372,60.1,212,False,True,False
14947,303.3,311.6,1301,45.1,219,False,True,False
14948,303.0,312.2,1257,71.3,122,False,False,True
14949,302.2,310.1,1368,51.6,12,False,False,True
14950,303.1,311.3,1336,52.6,172,False,True,False
14951,301.7,309.5,1298,65.5,229,False,True,False
14952,301.9,310.5,1340,55.7,204,False,True,False
14953,302.0,311.2,1270,65.3,182,False,True,False
14954,300.2,311.0,1255,71.8,149,False,True,False
14955,299.3,308.4,1542,37.5,203,False,False,True
14956,303.2,311.4,1349,51.1,9,False,True,False
14957,300.7,310.9,1356,65.3,66,False,True,False
14958,302.1,310.0,1355,45.1,6,False,False,True
14959,300.4,310.2,1671,30.5,234,False,False,True
14960,300.4,311.6,1200,76.6,3,False,True,False
14961,303.4,311.9,1298,63.9,59,False,True,False
14962,302.2,310.6,1346,47.5,109,False,True,False
14963,300.3,310.3,1362,60.3,206,False,True,False
14964,299.2,310.3,1352,48.9,238,False,True,False
14965,298.2,308.4,1310,61.0,189,False,True,False
14966,303.4,312.0,1521,35.9,215,False,True,False
14967,302.0,311.2,1270,65.3,182,False,True,False
14968,299.2,308.5,1378,50.4,220,False,True,False
14969,302.3,310.9,1379,49.3,34,False,True,False
14970,303.0,311.2,1361,47.6,106,False,True,False
14971,299.2,310.7,1737,27.0,225,False,True,False
14972,300.5,309.8,1379,54.2,207,False,True,False
14973,301.9,310.4,1376,54.9,126,False,True,False
14974,301.7,310.2,1331,61.2,47,False,True,False
14975,299.0,310.4,1371,53.8,228,False,True,False
14976,302.0,310.9,1378,53.1,212,False,True,False
14977,299.1,309.8,1398,55.4,217,False,True,False
14978,297.0,307.8,1316,61.2,200,False,True,False
14979,301.3,310.1,1269,56.8,195,False,True,False
14980,303.3,311.8,1315,62.0,42,False,True,False
14981,303.4,311.8,1366,50.9,200,False,True,False
14982,297.2,307.9,1326,75.4,172,False,True,False
14983,298.8,309.9,1439,45.2,40,True,False,False
14984,297.6,309.6,1501,49.8,222,False,True,False
14985,297.1,308.5,1323,44.4,207,False,True,False
14986,299.1,310.1,1435,48.8,229,False,True,False
14987,301.9,310.9,1567,39.0,214,False,True,False
14988,302.3,310.9,1379,49.3,34,False,True,False
14989,300.5,309.9,1397,45.9,210,True,False,False
14990,303.0,311.2,1374,48.2,65,False,True,False
14991,299.4,310.8,1376,53.9,215,False,True,False
14992,302.7,310.5,1351,41.8,10,False,True,False
14993,299.1,310.0,1367,56.3,203,False,True,False
14994,298.1,307.7,2567,12.8,125,False,True,False
14995,301.6,310.6,1309,65.8,75,False,False,True
14996,303.0,312.2,1257,71.3,122,False,False,True
14997,302.7,310.5,1351,41.8,10,False,True,False
14998,302.1,311.0,1351,60.3,207,False,False,True
14999,304.0,313.2,1271,68.6,161,True,False,False
15000,302.0,310.4,1212,55.6,79,False,False,True
15001,299.1,308.8,1329,53.6,207,False,True,False
15002,303.3,311.6,1301,45.1,219,False,True,False
15003,300.5,309.8,1324,72.8,159,True,False,False
15004,303.4,311.4,1307,54.0,44,False,False,True
15005,303.7,312.7,1359,56.8,194,False,True,False
15006,300.5,309.8,1663,29.1,145,False,True,False
15007,302.2,310.6,1346,47.5,109,False,True,False
15008,298.9,308.2,1372,63.6,30,False,False,True
15009,300.1,311.3,2579,12.5,64,False,True,False
15010,300.2,311.0,1255,71.8,149,False,True,False
15011,300.5,311.1,1296,61.3,202,False,False,True
15012,302.4,310.7,1362,54.8,155,False,True,False
15013,301.1,310.4,1312,73.6,49,False,True,False
15014,298.3,308.1,1412,52.3,218,False,True,False
15015,299.5,309.4,1390,58.8,195,False,True,False
15016,302.7,310.5,1446,40.9,211,False,True,False
15017,302.0,310.5,1263,60.6,90,False,True,False
15018,301.6,310.1,1362,55.8,70,False,True,False
15019,301.7,310.2,1311,57.4,40,False,True,False
15020,302.2,310.6,1346,47.5,109,False,True,False
15021,303.7,312.7,1359,56.8,194,False,True,False
15022,298.2,307.9,1313,67.3,67,False,True,False
15023,302.6,310.2,1325,62.4,92,False,True,False
15024,303.0,312.2,1257,71.3,122,False,False,True
15025,299.8,309.3,1299,65.1,212,False,True,False
15026,302.6,312.1,1288,68.5,0,False,True,False
15027,300.8,310.1,1405,61.2,189,False,True,False
15028,297.1,308.5,1323,44.4,207,False,True,False
15029,296.7,307.8,1258,69.0,105,False,False,True
15030,302.3,311.8,1363,54.0,119,False,False,True
15031,303.2,311.2,1363,46.7,29,False,True,False
15032,298.8,310.1,1243,74.5,194,False,False,True
15033,303.4,312.6,2706,9.8,65,False,False,True
15034,301.8,309.7,1442,45.3,233,False,True,False
15035,298.9,309.8,1287,61.9,216,False,True,False
15036,300.7,310.9,1356,65.3,66,False,True,False
15037,300.6,310.7,1438,48.5,78,False,True,False
15038,301.0,311.0,1399,58.0,190,False,True,False
15039,299.1,308.8,1329,53.6,207,False,True,False
15040,298.5,309.5,1385,46.3,203,False,True,False
15041,299.0,310.4,1371,53.8,228,False,True,False
15042,301.0,311.0,1399,58.0,190,False,True,False
15043,296.7,307.8,1258,69.0,105,False,False,True
15044,301.6,310.6,1309,65.8,75,False,False,True
15045,302.3,310.9,1379,49.3,34,False,True,False
15046,300.7,311.8,1336,58.4,189,False,True,False
15047,300.5,309.8,1379,54.2,207,False,True,False
15048,303.8,313.0,1365,59.9,205,False,True,False
15049,302.7,310.4,1305,55.2,20,True,False,False
15050,296.9,307.8,1400,57.1,202,False,True,False
15051,301.6,310.7,1380,51.8,216,False,True,False
15052,303.4,311.9,1298,63.9,59,False,True,False
15053,302.6,311.0,1284,68.0,114,False,True,False
15054,302.1,310.7,1314,52.8,8,False,True,False
15055,298.2,307.9,1313,67.3,67,False,True,False
